uri,cid,text,created_at,reply_count,repost_count,like_count,indexed_at,author_handle,author_display_name,author_did,text_clean
at://did:plc:gmrdy7mkkg7lwt67hlwsjmka/app.bsky.feed.post/3mcbjabzapc2x,bafyreibznn353n3cuj3ta6wnly6aup7c5pauvhyq36gobmvjxbokyjm4ni,e assim o babu fez uns filmes depois do bbb e ainda assim,2026-01-13 02:32:11.449000+00:00,1,0,2,2026-01-13T02:32:12.834Z,vivianemotosserra.bsky.social,vivi,did:plc:gmrdy7mkkg7lwt67hlwsjmka,assim babu fez uns filmes assim
at://did:plc:gwmbwf7kefyyfgtbxj3b2l36/app.bsky.feed.post/3mct567s5gs2x,bafyreifhvpaynq4mw4kxv7znar6hi7umbk2lz4bmj4mmfs5lfpfb6btvge,"babu extremamente zen nesse bbb, vai chegar no pódio se manter essa tranquilidade",2026-01-20 02:44:12.400000+00:00,0,0,0,2026-01-20T02:44:12.937Z,nub1a.bsky.social,Ndemuito,did:plc:gwmbwf7kefyyfgtbxj3b2l36,babu extremamente zen chegar pódio manter tranquilidade
at://did:plc:l4dngcbgffcpcbnwmjnr2yqs/app.bsky.feed.post/3mcbhn3ruu22z,bafyreiezcijs43ese7btnt5h72v4cqu43saqxti6r52yob2morimcz5i3e,"na moral, eu fico triste com o babu no bbb. o cara é um puta ator, era pra estar aí no circuito de filmes premiados, tirando foto nos tapetes vermelhos mundo afora",2026-01-13 02:03:33.641000+00:00,0,0,0,2026-01-13T02:03:34.436Z,allannobrega.com.br,Allan Nóbrega,did:plc:l4dngcbgffcpcbnwmjnr2yqs,moral fico triste babu cara puta ator circuito filmes premiados tirando foto tapetes vermelhos afora
at://did:plc:ombefbv46lutxbuvu4mz34ja/app.bsky.feed.post/3mcbhptkzsb24,bafyreigfrkwqwm66rcohtuiqgdp245fyqgmcb44hbri6allcrh23vbbw5i,"🔄 babu é um dos veteranos confirmados no #bbb26! o ator participou do bbb 20 e retorna ao programa com 46 anos e, claro, continua no rio de janeiro, rj! tavam com saudades do paizão? #redebbb
#bbb26 #bbb ",2026-01-13 02:05:04+00:00,0,1,3,2026-01-13T02:05:06.231Z,fifisdotelefone.bsky.social,Fifis do Telefone | #AFazenda17,did:plc:ombefbv46lutxbuvu4mz34ja,babu veteranos confirmados ator participou 20 retorna 46 anos claro continua rio janeiro rj tavam saudades paizão
at://did:plc:mcb6n67plnrlx4lg35natk2b/app.bsky.feed.post/3mcqn2pqfq72y,bafyreie4zjlnej4aibkoqhehjs6zl247eakzahev7dfsd2zmyqjutqhivq,"
bluesky's top 10 trending words (past 10min):
💨x181 - caleb
💨x100 - mcvay
💨x89 - voto
💨x72 - pope
💨x62 - rams
💨x56 - votar
💨x56 - kmet
💨x1* - epstein 🔓
💨x52 - williams
💨x52 - bridgerton
*🔓 = unlocked emergency words (see img)

#йобанарусня 🇺🇦

(something not right? reply!)",2026-01-19 02:50:36.809946+00:00,0,0,0,2026-01-19T02:50:36.332Z,nowbreezing.ntw.app,☁️Now🤖Breezing💨,did:plc:mcb6n67plnrlx4lg35natk2b,bluesky top 10 trending words past 10min caleb mcvay pope rams kmet epstein williams bridgerton unlocked emergency words see img йобанарусня something not right reply
at://did:plc:ombefbv46lutxbuvu4mz34ja/app.bsky.feed.post/3mcf6gbobkc2w,bafyreifhz5jqpm4vzxyhf4gmowjgzo2ikxideqddxywvw4xx6cyyvrkta4,"babu desistiu da prova do líder 
#bbb26 #bbb #redebbb ",2026-01-14 13:29:19+00:00,0,1,2,2026-01-14T13:29:21.134Z,fifisdotelefone.bsky.social,Fifis do Telefone | #AFazenda17,did:plc:ombefbv46lutxbuvu4mz34ja,babu desistiu líder
at://did:plc:mcb6n67plnrlx4lg35natk2b/app.bsky.feed.post/3mcbilpvhhc24,bafyreibvrl47rm7nptlk7g3f63bkxxoh4f266nojf2akdahqkadhnlfngq,"
bluesky's top 10 trending words (past 10min):
💨x114 - stroud
💨x95 - solange
💨x89 - bbb
💨x1* - epstein 🔓
💨x64 - babu
💨x56 - cj
💨x49 - veteranos
💨x47 - paula
💨x45 - dona
💨x44 - edilson
*🔓 = unlocked emergency words (see img)

#listentoblackvoices

(something not right? reply!)",2026-01-13 02:20:41.593670+00:00,0,0,0,2026-01-13T02:20:41.935Z,nowbreezing.ntw.app,☁️Now🤖Breezing💨,did:plc:mcb6n67plnrlx4lg35natk2b,bluesky top 10 trending words past 10min stroud solange epstein babu cj veteranos paula dona edilson unlocked emergency words see img listentoblackvoices something not right reply
at://did:plc:gkpwvighanweocgoffobi6l4/app.bsky.feed.post/3mcbkihmhrs22,bafyreicadbmqciplierakb2nnehumkzo62qmgiz2hm4uxl5yld2iyel2j4,"elenco completo! o #bbb26 começou com tudo! solange couto e henri castelli estão no camarote, e veteranos como anapaula renault e babu estão de volta. veja a lista completa!
 #bigbrotherbrasil #bbb 🔗 pipocamoderna.com.br/2026/01/bbb-...",2026-01-13 02:54:39.500000+00:00,0,0,0,2026-01-13T02:57:16.035Z,pipocamoderna.bsky.social,Pipoca Moderna,did:plc:gkpwvighanweocgoffobi6l4,elenco completo começou tudo solange couto henri castelli camarote veteranos anapaula renault babu volta veja lista completa bigbrotherbrasil
at://did:plc:mcb6n67plnrlx4lg35natk2b/app.bsky.feed.post/3mcbmiy2a6f2y,bafyreicydoqvpomzqljlrdsff65oh5eensdta7eyc4jtxuh5wfy4as3nxe,"
bluesky's top 10 trending words (past 10min):
💨x71 - stroud
💨x61 - 久米
💨x57 - texans
💨x44 - rodgers
💨x1* - epstein 🔓
💨x1* - democracy 🔓
💨x32 - bbb
💨x27 - cj
💨x25 - bovino
💨x22 - ステーション
*🔓 = unlocked emergency words (see img)

#йобанарусня 🇺🇦

(something not right? reply!)",2026-01-13 03:30:44.489947+00:00,0,0,0,2026-01-13T03:30:44.736Z,nowbreezing.ntw.app,☁️Now🤖Breezing💨,did:plc:mcb6n67plnrlx4lg35natk2b,bluesky top 10 trending words past 10min stroud 久米 texans rodgers epstein democracy cj bovino ステーション unlocked emergency words see img йобанарусня something not right reply
at://did:plc:mcb6n67plnrlx4lg35natk2b/app.bsky.feed.post/3mcblffyrri2e,bafyreifzfj4aufpl7thad7o5zxoow5sxbtmae3ke2x7bnagncmiyqtswca,"
bluesky's top 10 trending words (past 10min):
💨x294 - stroud
💨x129 - cj
💨x1* - epstein 🔓
💨x33 - texans
💨x1* - democracy 🔓
💨x25 - steelers
💨x22 - bovino
💨x22 - bbb
💨x18 - turnovers
💨x17 - perfidy
*🔓 = unlocked emergency words (see img)

#freepalestine 🇵🇸

(something not right? reply!)",2026-01-13 03:10:51.135685+00:00,0,0,0,2026-01-13T03:10:54.937Z,nowbreezing.ntw.app,☁️Now🤖Breezing💨,did:plc:mcb6n67plnrlx4lg35natk2b,bluesky top 10 trending words past 10min stroud cj epstein texans democracy steelers bovino turnovers perfidy unlocked emergency words see img freepalestine something not right reply
at://did:plc:ombefbv46lutxbuvu4mz34ja/app.bsky.feed.post/3mcqoxdjnb42f,bafyreiazmkuxbo6lfbvnze7gbeb5qgv722gqcpbt436rkrnclmzaqtod7a,"🚨se você for #foraanapaula curte, comenta e compartilha
#bbb26 #bbb #redebbb",2026-01-19 03:24:28+00:00,0,0,0,2026-01-19T03:24:30.130Z,fifisdotelefone.bsky.social,Fifis do Telefone | #AFazenda17,did:plc:ombefbv46lutxbuvu4mz34ja,foraanapaula curte comenta compartilha
