uri,cid,text,created_at,reply_count,repost_count,like_count,indexed_at,author_handle,author_display_name,author_did,text_clean,tokens,tokens_str
at://did:plc:fic2vnsvkcb3fqae6cjqulax/app.bsky.feed.post/3mckkpoq3n22j,bafyreiabmdmkmck7cawcpga55gvbxwnwprvy2qfv3yf2xsdf74eh3wbvb4,Gente entregaram muito rápido e fácil esse BBB pra Ana Paula Renault,2026-01-16 16:52:39.485000+00:00,1,0,11,2026-01-16 16:52:41.938000+00:00,cezarfig.bsky.social,Obrigado a conversar com gente que medita,did:plc:fic2vnsvkcb3fqae6cjqulax,gente entregaram muito rápido e fácil esse bbb pra ana paula renault,"['gente', 'entregaram', 'rápido', 'fácil', 'ana', 'paula', 'renault']",gente entregaram rápido fácil ana paula renault
at://did:plc:7f64qdulrszhatrte3vypkzy/app.bsky.feed.post/3mclyhhtsek2f,bafyreiaw4v3fh7lm3a6jcrg6dfyae5vzs2b7df5mhkdkgx3lit2s3szp5a,Ana Paula no BBB sempre vira crossover com To Catch a Predator e eu acho isso lindo,2026-01-17 06:31:15.955000+00:00,1,0,9,2026-01-17 06:31:15.830000+00:00,queermonster.bsky.social,"Beatrice Dorian, The Very Penetrable One 🏳️‍⚧️",did:plc:7f64qdulrszhatrte3vypkzy,ana paula no bbb sempre vira crossover com to catch a predator e eu acho isso lindo,"['ana', 'paula', 'sempre', 'vira', 'crossover', 'catch', 'predator', 'acho', 'lindo']",ana paula sempre vira crossover catch predator acho lindo
at://did:plc:ub2wibwp3wsnja32pdnzylcl/app.bsky.feed.post/3mcn55qnzhc2l,bafyreibgoosahnzp4eimr5txxjgi4bmiipyvgisnmrxlczhq2x3ennlosm,"Monas eu to em choque pq a Ana paula simplesmente tá sendo A DONA desse BBB até agora, todo movimento lá dentro tá envolvido a ela…..Mamãezinha",2026-01-17 17:27:58.106000+00:00,1,0,12,2026-01-17 17:27:58.333000+00:00,rircardinho.bsky.social,Ricardinho,did:plc:ub2wibwp3wsnja32pdnzylcl,monas eu to em choque pq a ana paula simplesmente tá sendo a dona desse bbb até agora todo movimento lá dentro tá envolvido a ela mamãezinha,"['monas', 'choque', 'ana', 'paula', 'simplesmente', 'sendo', 'dona', 'movimento', 'dentro', 'envolvido', 'mamãezinha']",monas choque ana paula simplesmente sendo dona movimento dentro envolvido mamãezinha
at://did:plc:rdkm7tyahhszzlrekmrlpgv5/app.bsky.feed.post/3mclbbgqpu22w,bafyreideplh53cjypml746xheyv44mskz4t7nwz47sn6pvj6xa3srzxy44,"Lá vai o traídor trambiqueiro querer imputar coidas na Ana Paula enquanto ela se arruma, q cara insuportável. #BBB26 #BBB",2026-01-16 23:36:17.416000+00:00,0,0,11,2026-01-16 23:36:17.636000+00:00,siaht.bsky.social,Labubu da Shopee,did:plc:rdkm7tyahhszzlrekmrlpgv5,lá vai o traídor trambiqueiro querer imputar coidas na ana paula enquanto ela se arruma q cara insuportável #bbb26 #bbb,"['traídor', 'trambiqueiro', 'querer', 'imputar', 'coidas', 'ana', 'paula', 'enquanto', 'arruma', 'cara', 'insuportável']",traídor trambiqueiro querer imputar coidas ana paula enquanto arruma cara insuportável
at://did:plc:ki67vl6wicuiwhdfe4fvo7ay/app.bsky.feed.post/3mcpjrxnfn22y,bafyreighe4fuij6szylef4ew5gouzpb6p3p6725ajnsbmwove7p4ynp7rq,Passa bbb e vem bbb e o povo não aprende... tão jogando o enredo todinho no colo de quem passam p dia falando... nesse caso tão dando tudo p Ana Paula hahahaha,2026-01-18 16:19:20.889000+00:00,0,0,14,2026-01-18 16:16:35.232000+00:00,lilianbrito81.bsky.social,Lilian🇪🇪🏹,did:plc:ki67vl6wicuiwhdfe4fvo7ay,passa bbb e vem bbb e o povo não aprende tão jogando o enredo todinho no colo de quem passam p dia falando nesse caso tão dando tudo p ana paula hahahaha,"['passa', 'vem', 'povo', 'aprende', 'jogando', 'enredo', 'todinho', 'colo', 'passam', 'dia', 'falando', 'caso', 'dando', 'tudo', 'ana', 'paula', 'hahahaha']",passa vem povo aprende jogando enredo todinho colo passam dia falando caso dando tudo ana paula hahahaha
at://did:plc:rdkm7tyahhszzlrekmrlpgv5/app.bsky.feed.post/3mcibr33iok2h,bafyreiaoysjl2rhrxbscv2bpqu7qyeqtz4vnjjsf3fesmdv2brirrajt3y,"Pedro: “me desculpa”
Ana Paula: “não desculpo não”
Pedro: “ que deus abençoe”
Ana Paula : “ não enfia deus no meio”
#BBB26 #BBB",2026-01-15 19:07:02.842000+00:00,0,3,15,2026-01-15 19:07:05.937000+00:00,siaht.bsky.social,Labubu da Shopee,did:plc:rdkm7tyahhszzlrekmrlpgv5,pedro me desculpa ana paula não desculpo não pedro que deus abençoe ana paula não enfia deus no meio #bbb26 #bbb,"['pedro', 'desculpa', 'ana', 'paula', 'desculpo', 'pedro', 'deus', 'abençoe', 'ana', 'paula', 'enfia', 'deus', 'meio']",pedro desculpa ana paula desculpo pedro deus abençoe ana paula enfia deus meio
at://did:plc:ombefbv46lutxbuvu4mz34ja/app.bsky.feed.post/3mcqxdqcbu424,bafyreif5qahbtpy2xzkcvx5rgtv6hsfkyczlgtmkpjp664vwf5527tb2yu,"Aline falando porque a Ana Paula ataca tanto ela?  
Kkkkk
#BBB26 #BBB #RedeBBB ",,0,1,3,2026-01-19 05:54:35.932000+00:00,fifisdotelefone.bsky.social,Fifis do Telefone | #AFazenda17,did:plc:ombefbv46lutxbuvu4mz34ja,aline falando porque a ana paula ataca tanto ela kkkkk #bbb26 #bbb #redebbb,"['aline', 'falando', 'ana', 'paula', 'ataca', 'tanto', 'kkkkk']",aline falando ana paula ataca tanto kkkkk
at://did:plc:wx7vbeyhzjh3q546ajdxjolw/app.bsky.feed.post/3mcmu2uq3bs25,bafyreidhkbxikurfyda6mnrbxlnestry3slzz5a4kfm2l6oia6imt6o5qm,"Nikolas Ferreira, Ana Paula Renault e o confronto que o BBB não esperava. Por Nathalí",2026-01-17 14:45:18.027000+00:00,0,3,16,2026-01-17 14:45:23.131000+00:00,dcmonline.bsky.social,Diário do Centro do Mundo,did:plc:wx7vbeyhzjh3q546ajdxjolw,nikolas ferreira ana paula renault e o confronto que o bbb não esperava por nathalí,"['nikolas', 'ferreira', 'ana', 'paula', 'renault', 'confronto', 'esperava', 'nathalí']",nikolas ferreira ana paula renault confronto esperava nathalí
at://did:plc:6e7u34r4f6kp5irrslrj254f/app.bsky.feed.post/3mclkztmtks2q,bafyreif3wui25zj5i4m4hrt24wcav5yo3pc373sfo3uv6evpn2egwvyn64,Se eu tivesse no BBB eu ia colar demais na Ana Paula. Independente de jogo. Eu sou fascinado por pessoas que farmam aura naturalmente como se não fosse nada.,2026-01-17 02:30:59.903000+00:00,0,1,15,2026-01-17 02:31:00.531000+00:00,mathh.space,BadMΛƬΗ,did:plc:6e7u34r4f6kp5irrslrj254f,se eu tivesse no bbb eu ia colar demais na ana paula independente de jogo eu sou fascinado por pessoas que farmam aura naturalmente como se não fosse nada,"['tivesse', 'colar', 'ana', 'paula', 'independente', 'jogo', 'sou', 'fascinado', 'pessoas', 'farmam', 'aura', 'naturalmente', 'fosse', 'nada']",tivesse colar ana paula independente jogo sou fascinado pessoas farmam aura naturalmente fosse nada
at://did:plc:olt6nkuwdstbdmx2met4rjdl/app.bsky.feed.post/3mct3lgxu2k2r,bafyreifr3fekk5orbefvfsmjcu237nckzmpgwdaphm3e3a5o6fem6uhh4a,a ana paula serve demais puta merda #bbb,2026-01-20 02:15:48.651000+00:00,0,0,4,2026-01-20 02:15:49.830000+00:00,sulemio.bsky.social,myari,did:plc:olt6nkuwdstbdmx2met4rjdl,a ana paula serve demais puta merda #bbb,"['ana', 'paula', 'serve', 'puta', 'merda']",ana paula serve puta merda
at://did:plc:it4hiz5pphsu2jnzdqlah3e2/app.bsky.feed.post/3mcnrq4czq22u,bafyreiclmpb46kmj2vtqers334ymmnu5einspz25oe3gxgnwwpmqplsmhe,"Ana Paula: ""Esse Paredão não mede nada! Eu posso sair por causa de torcida sem ser de BBB, posso sair por causa de religião e política.""  

Sarah: ""Ele (Pedro) puxou assunto em relação a isso? Ele tá mexendo numa caixa de marimbondo que não tá entendendo.""",2026-01-17 23:36:09.137000+00:00,2,2,21,2026-01-17 23:36:11.936000+00:00,centralbbb.bsky.social,Central BBB 26,did:plc:it4hiz5pphsu2jnzdqlah3e2,ana paula esse paredão não mede nada eu posso sair por causa de torcida sem ser de bbb posso sair por causa de religião e política sarah ele pedro puxou assunto em relação a isso ele tá mexendo numa caixa de marimbondo que não tá entendendo,"['ana', 'paula', 'paredão', 'mede', 'nada', 'posso', 'sair', 'causa', 'torcida', 'ser', 'posso', 'sair', 'causa', 'religião', 'política', 'sarah', 'pedro', 'puxou', 'assunto', 'relação', 'mexendo', 'caixa', 'marimbondo', 'entendendo']",ana paula paredão mede nada posso sair causa torcida ser posso sair causa religião política sarah pedro puxou assunto relação mexendo caixa marimbondo entendendo
at://did:plc:3q5heqbjg4hy5zozom7ewrk2/app.bsky.feed.post/3mcqbk3hdo22y,bafyreibwkiwdok6mfgxpcaokblxys75bd6rropqvokqc7tv7cwzuwrgafe,Passada que a Ana Paula descobriu mais um assediador em outro BBB! Passada meu Deus.,2026-01-18 23:24:26.248000+00:00,1,0,3,2026-01-18 23:24:28.229000+00:00,firminomayara.bsky.social,may,did:plc:3q5heqbjg4hy5zozom7ewrk2,passada que a ana paula descobriu mais um assediador em outro bbb passada meu deus,"['passada', 'ana', 'paula', 'descobriu', 'assediador', 'outro', 'passada', 'deus']",passada ana paula descobriu assediador outro passada deus
at://did:plc:wxifol6tegoaxu6tgpad252q/app.bsky.feed.post/3mcfu75qyas2o,bafyreicro2ssq4w25xlv5dtwqvrxyju5dcj4cfn7cnmv7dtrmghzr3iiw4,Ana Paula dando fora no Jonas #bbb,2026-01-14 19:59:03.544000+00:00,0,3,17,2026-01-14 19:59:05.442000+00:00,elisapolonio.bsky.social,Eli P.,did:plc:wxifol6tegoaxu6tgpad252q,ana paula dando fora no jonas #bbb,"['ana', 'paula', 'dando', 'fora', 'jonas']",ana paula dando fora jonas
at://did:plc:ombefbv46lutxbuvu4mz34ja/app.bsky.feed.post/3mcubrwy7qu2q,bafyreiautgpbu524sbudcw7u5x5m6g7k2qvou75ssc2i4brs4eyxzyxpxe,"A Aline é obcecada pela Ana Paula. 
#BBB26 #BBB #RedeBBB ",,1,1,4,2026-01-20 13:39:29.132000+00:00,fifisdotelefone.bsky.social,Fifis do Telefone | #AFazenda17,did:plc:ombefbv46lutxbuvu4mz34ja,a aline é obcecada pela ana paula #bbb26 #bbb #redebbb,"['aline', 'obcecada', 'ana', 'paula']",aline obcecada ana paula
at://did:plc:zs2yk4eq2mnb5slvzctcpb67/app.bsky.feed.post/3mct3li4xkk2i,bafyreia3vi4gtwmafwgjbap6bodu5ioelehey6ejunx3do5tnczxl6o4zu,hahahahahahahahahahahahahahhaahaha ela sentiu demais a crítica da Ana Paula hahahahahahahahahahahahaaha pessoa quer ser pacífica no fuckin BBB hahahaha sai fora,2026-01-20 02:15:49.867000+00:00,0,0,3,2026-01-20 02:15:50.229000+00:00,mariliamoscou.bsky.social,Imperatriz Paulista da Não-Monogamia,did:plc:zs2yk4eq2mnb5slvzctcpb67,hahahahahahahahahahahahahahhaahaha ela sentiu demais a crítica da ana paula hahahahahahahahahahahahaaha pessoa quer ser pacífica no fuckin bbb hahahaha sai fora,"['hahahahahahahahahahahahahahhaahaha', 'sentiu', 'crítica', 'ana', 'paula', 'hahahahahahahahahahahahaaha', 'pessoa', 'quer', 'ser', 'pacífica', 'fuckin', 'hahahaha', 'sai', 'fora']",hahahahahahahahahahahahahahhaahaha sentiu crítica ana paula hahahahahahahahahahahahaaha pessoa quer ser pacífica fuckin hahahaha sai fora
at://did:plc:fic2vnsvkcb3fqae6cjqulax/app.bsky.feed.post/3mcrvqxyfyc2j,bafyreif3vicwtqenlhe6lcyd2pvnfflf4aufsx5yeieefprisyj6rydj6u,Chaiany chegou pra ganhar o BBB. Carismática demais. Se colar com Ana Paula vai ter tapete vermelho até a final,2026-01-19 14:58:52.078000+00:00,1,0,11,2026-01-19 14:58:53.727000+00:00,cezarfig.bsky.social,Obrigado a conversar com gente que medita,did:plc:fic2vnsvkcb3fqae6cjqulax,chaiany chegou pra ganhar o bbb carismática demais se colar com ana paula vai ter tapete vermelho até a final,"['chaiany', 'chegou', 'ganhar', 'carismática', 'colar', 'ana', 'paula', 'ter', 'tapete', 'vermelho', 'final']",chaiany chegou ganhar carismática colar ana paula ter tapete vermelho final
at://did:plc:rovs7k35giv42zqnwan5gup7/app.bsky.feed.post/3mcfu3rwtxc2a,bafyreif24ril3wm4r7t6y74vagadgmtbcksv4bc5nmj2itz2o76ahsrut4,"Ana Paula Renault defende as cotas raciais depois da Solange Couto atacar as cotas!!! Né brinquedo não!!!

#AleReality #bbb26 #BBB",2026-01-14 19:57:10.490000+00:00,4,6,39,2026-01-14 19:57:12.333000+00:00,alexandrefelipe.bsky.social,☆ Alê Reality ☆,did:plc:rovs7k35giv42zqnwan5gup7,ana paula renault defende as cotas raciais depois da solange couto atacar as cotas né brinquedo não #alereality #bbb26 #bbb,"['ana', 'paula', 'renault', 'defende', 'cotas', 'raciais', 'solange', 'couto', 'atacar', 'cotas', 'brinquedo']",ana paula renault defende cotas raciais solange couto atacar cotas brinquedo
at://did:plc:ombefbv46lutxbuvu4mz34ja/app.bsky.feed.post/3mcscqio2aa2f,bafyreigg37rrrf6fiaxkrzkc77ah6painbwsghut4numre7rgvg6pic4ii,"Gente! Sarah tá querendo dizer que ontem o Pedro saiu por assédio e que Aline vai levantar o que Ana Paula falou sobre ela na época.  Parece que a Sarah tá querendo comparar as coisas. Foi isso mesmo que eu entendi??? 
#BBB26 #BBB #RedeBBB ",,1,0,7,2026-01-19 18:51:15.332000+00:00,fifisdotelefone.bsky.social,Fifis do Telefone | #AFazenda17,did:plc:ombefbv46lutxbuvu4mz34ja,gente sarah tá querendo dizer que ontem o pedro saiu por assédio e que aline vai levantar o que ana paula falou sobre ela na época parece que a sarah tá querendo comparar as coisas foi isso mesmo que eu entendi #bbb26 #bbb #redebbb,"['gente', 'sarah', 'querendo', 'dizer', 'ontem', 'pedro', 'saiu', 'assédio', 'aline', 'levantar', 'ana', 'paula', 'falou', 'época', 'parece', 'sarah', 'querendo', 'comparar', 'coisas', 'entendi']",gente sarah querendo dizer ontem pedro saiu assédio aline levantar ana paula falou época parece sarah querendo comparar coisas entendi
at://did:plc:5hrksfwkmpcbp65vdhr7lbmy/app.bsky.feed.post/3mcijhd5hcc2h,bafyreihbol2rl52o7ahq5oiwhuikxavwae5t2tofdvyuzjdyjohcaj6efm,"Sempre gostei da Ana Paula Renault, torci mt pela diva no 16. Sem contar que ela defendeu muito a nossa Isabelle Nogueira. Que ela vença o BBB 26!🥂
*Ana e Isa são sagitarianas🫶🏻",2026-01-15 21:24:45.683000+00:00,0,0,17,2026-01-15 21:24:47.635000+00:00,lartdesigner.bsky.social,Lily🏹,did:plc:5hrksfwkmpcbp65vdhr7lbmy,sempre gostei da ana paula renault torci mt pela diva no 16 sem contar que ela defendeu muito a nossa isabelle nogueira que ela vença o bbb 26 ana e isa são sagitarianas,"['sempre', 'gostei', 'ana', 'paula', 'renault', 'torci', 'diva', 'contar', 'defendeu', 'isabelle', 'nogueira', 'vença', 'ana', 'isa', 'são', 'sagitarianas']",sempre gostei ana paula renault torci diva contar defendeu isabelle nogueira vença ana isa são sagitarianas
at://did:plc:77m7szcps5ahfhlj275enasd/app.bsky.feed.post/3mcsg7s6j3s2d,bafyreihjkouv7ag3vk4kdmj7iiesx73k2hhlspnjy5iqfbrlj6q6softry,Eu tô ansiosa pra que a Sarah converse com a Aline e instrua ela a fazer o que ela sugeriu no quarto do líder. Imagina que bonito que vai ser no ao vivo a Aline usando um crime que aconteceu dentro do BBB pra linkar isso com a Ana Paula pra passar vergonha ao vivo em rede nacional #BBB26,2026-01-19 19:53:29.171000+00:00,0,0,9,2026-01-19 19:53:31.543000+00:00,mulherbeliche.bsky.social,Vivian,did:plc:77m7szcps5ahfhlj275enasd,eu tô ansiosa pra que a sarah converse com a aline e instrua ela a fazer o que ela sugeriu no quarto do líder imagina que bonito que vai ser no ao vivo a aline usando um crime que aconteceu dentro do bbb pra linkar isso com a ana paula pra passar vergonha ao vivo em rede nacional #bbb26,"['ansiosa', 'sarah', 'converse', 'aline', 'instrua', 'fazer', 'sugeriu', 'quarto', 'líder', 'imagina', 'bonito', 'ser', 'vivo', 'aline', 'usando', 'crime', 'aconteceu', 'dentro', 'linkar', 'ana', 'paula', 'passar', 'vergonha', 'vivo', 'rede', 'nacional']",ansiosa sarah converse aline instrua fazer sugeriu quarto líder imagina bonito ser vivo aline usando crime aconteceu dentro linkar ana paula passar vergonha vivo rede nacional
at://did:plc:r7ul7zs3an3h6yjuupdmzcsb/app.bsky.feed.post/3mct3erjqlc2i,bafyreibyqz3azf3nomzsinzgiuqhldee3ijp5n45pg6wy5gkhaxhd4r37q,Ana Paula e Aline vai ser a maior enemies to lovers da história do #bbb repare bem,2026-01-20 02:12:04.841000+00:00,0,0,3,2026-01-20 02:12:06.559000+00:00,ohobitinho.bsky.social,escrivitinho | 📘 QQA NA AMAZON,did:plc:r7ul7zs3an3h6yjuupdmzcsb,ana paula e aline vai ser a maior enemies to lovers da história do #bbb repare bem,"['ana', 'paula', 'aline', 'ser', 'maior', 'enemies', 'lovers', 'história', 'repare']",ana paula aline ser maior enemies lovers história repare
at://did:plc:bw2akxadcm626jw4maxlwjnj/app.bsky.feed.post/3mcg3ysuroc2v,bafyreidarkqglicood3z4psdbjzsmz26dwn5dsncoem47cw2y2smspblpe,"uma ex bbb? ana paula renault
uma atual bbb? ana paula renault
uma ex fazenda? ana paula renault
um carro? renault
uma expressão popular? olha ela
um nome? ana paula
um sobre nome? renault",2026-01-14 22:18:40.742000+00:00,0,1,18,2026-01-14 22:18:41.232000+00:00,ptrckpva.bsky.social,fiona apple fazendo obra no canil dos cachorros,did:plc:bw2akxadcm626jw4maxlwjnj,uma ex bbb ana paula renault uma atual bbb ana paula renault uma ex fazenda ana paula renault um carro renault uma expressão popular olha ela um nome ana paula um sobre nome renault,"['ana', 'paula', 'renault', 'atual', 'ana', 'paula', 'renault', 'fazenda', 'ana', 'paula', 'renault', 'carro', 'renault', 'expressão', 'popular', 'olha', 'nome', 'ana', 'paula', 'nome', 'renault']",ana paula renault atual ana paula renault fazenda ana paula renault carro renault expressão popular olha nome ana paula nome renault
at://did:plc:2qvx4i33mg2cx7aihzwc7vg6/app.bsky.feed.post/3mcmoc6u7bk2e,bafyreiehxuztnxyvggmjbo4g2o62hoeyx7r5s6agofarybb3jt3qmqs7fy,"a desonestidade dessa gente crente pilantra é fora do normal. a gente não consegue imaginar, alcançar, até que ponto mais baixo essa gente desgraçada vai. 
fiquei tão chocada ontem com o que o cara fez com a ana paula no bbb que eu gravei o que foi exibido.",2026-01-17 13:02:01.079000+00:00,1,0,14,2026-01-17 13:02:05.636000+00:00,beatrizdiniz.bsky.social,Beatriz GUARANI KAIOWÁ,did:plc:2qvx4i33mg2cx7aihzwc7vg6,a desonestidade dessa gente crente pilantra é fora do normal a gente não consegue imaginar alcançar até que ponto mais baixo essa gente desgraçada vai fiquei tão chocada ontem com o que o cara fez com a ana paula no bbb que eu gravei o que foi exibido,"['desonestidade', 'gente', 'crente', 'pilantra', 'fora', 'normal', 'gente', 'consegue', 'imaginar', 'alcançar', 'ponto', 'baixo', 'gente', 'desgraçada', 'fiquei', 'chocada', 'ontem', 'cara', 'fez', 'ana', 'paula', 'gravei', 'exibido']",desonestidade gente crente pilantra fora normal gente consegue imaginar alcançar ponto baixo gente desgraçada fiquei chocada ontem cara fez ana paula gravei exibido
at://did:plc:m6enlluw7ta5lo3hnyfbxz2q/app.bsky.feed.post/3mcn4r5ra4k2r,bafyreibib6rtoogp77dyppnqteflu7poo3efotas24axz7usol7vsq5w6m,Ana Paula com Pedro tá mostrando ao mundo que campanha anti bullying foi um erro da sociedade #bbb,2026-01-17 17:20:55.634000+00:00,0,0,3,2026-01-17 17:20:55.633000+00:00,gengiskhona.bsky.social,The best of eurodance 97,did:plc:m6enlluw7ta5lo3hnyfbxz2q,ana paula com pedro tá mostrando ao mundo que campanha anti bullying foi um erro da sociedade #bbb,"['ana', 'paula', 'pedro', 'mostrando', 'mundo', 'campanha', 'anti', 'bullying', 'erro', 'sociedade']",ana paula pedro mostrando mundo campanha anti bullying erro sociedade
at://did:plc:2qvx4i33mg2cx7aihzwc7vg6/app.bsky.feed.post/3mcmo5wijlc2e,bafyreidjyriwa4dyxqgne67lxqz46dr4jfsc4w7yxyl2tn3muv2s7tftim,"ontem teve um episódio de assédio no bbb. assédio religioso. e daquele jeito bem desonesto: o cara pediu pra ela não fazer mais algo que causou nele um engasgo na garganta. não disse o que ela fez e negou o que disse. 
a moça ana paula foi gigante. 
quero falar disso mais tarde.",2026-01-17 12:59:38.090000+00:00,2,0,25,2026-01-17 12:59:39.031000+00:00,beatrizdiniz.bsky.social,Beatriz GUARANI KAIOWÁ,did:plc:2qvx4i33mg2cx7aihzwc7vg6,ontem teve um episódio de assédio no bbb assédio religioso e daquele jeito bem desonesto o cara pediu pra ela não fazer mais algo que causou nele um engasgo na garganta não disse o que ela fez e negou o que disse a moça ana paula foi gigante quero falar disso mais tarde,"['ontem', 'teve', 'episódio', 'assédio', 'assédio', 'religioso', 'daquele', 'jeito', 'desonesto', 'cara', 'pediu', 'fazer', 'causou', 'nele', 'engasgo', 'garganta', 'disse', 'fez', 'negou', 'disse', 'moça', 'ana', 'paula', 'gigante', 'quero', 'falar', 'tarde']",ontem teve episódio assédio assédio religioso daquele jeito desonesto cara pediu fazer causou nele engasgo garganta disse fez negou disse moça ana paula gigante quero falar tarde
at://did:plc:dcrw7yttnd3svdk5q7a34cuy/app.bsky.feed.post/3mcldjxzed22i,bafyreihrevxal5thdb3t3zjbblkjmu5vkyrxfwq4cp4lgn6kyana4xknmq,"tá o july floss e umas doze pessoas no quarto tentando roubar a pauta da ana paula, a maior aproveitadora de pauta do bbb",2026-01-17 00:16:51.433000+00:00,1,0,8,2026-01-17 00:16:52.230000+00:00,feliep.bsky.social,véia do filme do didi gritando padre manoel morreeeu,did:plc:dcrw7yttnd3svdk5q7a34cuy,tá o july floss e umas doze pessoas no quarto tentando roubar a pauta da ana paula a maior aproveitadora de pauta do bbb,"['july', 'floss', 'doze', 'pessoas', 'quarto', 'tentando', 'roubar', 'pauta', 'ana', 'paula', 'maior', 'aproveitadora', 'pauta']",july floss doze pessoas quarto tentando roubar pauta ana paula maior aproveitadora pauta
at://did:plc:r52gp4thd7rjpxqrnahahaue/app.bsky.feed.post/3mcmv5ncklc25,bafyreidxsmtqfyn3lp4oi5unnx4huygbtqwstfwrkwhxcnkce2wok3wppq,Se Ana Paula e Cowboy se juntarem nas estratégias de jogo acabou pra todos os outros da casa. #bbb,2026-01-17 15:04:44.647000+00:00,0,0,3,2026-01-17 15:04:45.438000+00:00,carinavd.bsky.social,Carina 💙📚,did:plc:r52gp4thd7rjpxqrnahahaue,se ana paula e cowboy se juntarem nas estratégias de jogo acabou pra todos os outros da casa #bbb,"['ana', 'paula', 'cowboy', 'juntarem', 'estratégias', 'jogo', 'acabou', 'outros', 'casa']",ana paula cowboy juntarem estratégias jogo acabou outros casa
at://did:plc:gjtr3gbdqjutpao2yer3sh5e/app.bsky.feed.post/3mcqj4lgtcc2b,bafyreihocylv3vikrgowdia5rtnkf6ymt26gogivjdrxxxqajxkmgxal3u,"Ana Paula é tão boa e consciente que nem TENTOU transformar sua própria história numa história tristíssima de superação porque ela sabe (sempre soube) que tem uma história de muitíssimo privilégio, e é isso. Fazer o quê se nasceu rica? Vai fingir que não? Corretíssima em focar só no BBB.",2026-01-19 01:40:03.189000+00:00,1,1,6,2026-01-19 01:40:06.134000+00:00,marcelahippe.bsky.social,Marcela Hippe,did:plc:gjtr3gbdqjutpao2yer3sh5e,ana paula é tão boa e consciente que nem tentou transformar sua própria história numa história tristíssima de superação porque ela sabe sempre soube que tem uma história de muitíssimo privilégio e é isso fazer o quê se nasceu rica vai fingir que não corretíssima em focar só no bbb,"['ana', 'paula', 'consciente', 'tentou', 'transformar', 'própria', 'história', 'história', 'tristíssima', 'superação', 'sabe', 'sempre', 'soube', 'história', 'muitíssimo', 'privilégio', 'fazer', 'quê', 'nasceu', 'rica', 'fingir', 'corretíssima', 'focar']",ana paula consciente tentou transformar própria história história tristíssima superação sabe sempre soube história muitíssimo privilégio fazer quê nasceu rica fingir corretíssima focar
at://did:plc:qhmqwop4lsxs47kggc335x3l/app.bsky.feed.post/3mct6n5jezc2e,bafyreihi323l2zo65wjcvsb6ickd3kfamqqw3fss7ap5afxrjwftexyiyu,"Ana Paula é o Mohamed Ali do #BBB

Todo mundo ali alterna entre guarda e trocação, ela chega de braço solto, sapateia na frente do adversário, todo mundo tenta conectar porque acha que ela tá de guarda aberta e ela só desvia",2026-01-20 03:10:27.072000+00:00,0,0,10,2026-01-20 03:10:28.237000+00:00,windblow.org,Steven Flow,did:plc:qhmqwop4lsxs47kggc335x3l,ana paula é o mohamed ali do #bbb todo mundo ali alterna entre guarda e trocação ela chega de braço solto sapateia na frente do adversário todo mundo tenta conectar porque acha que ela tá de guarda aberta e ela só desvia,"['ana', 'paula', 'mohamed', 'ali', 'mundo', 'ali', 'alterna', 'entre', 'guarda', 'trocação', 'chega', 'braço', 'solto', 'sapateia', 'frente', 'adversário', 'mundo', 'tenta', 'conectar', 'acha', 'guarda', 'aberta', 'desvia']",ana paula mohamed ali mundo ali alterna entre guarda trocação chega braço solto sapateia frente adversário mundo tenta conectar acha guarda aberta desvia
at://did:plc:seiuaotpedo2ejtmpj2a3adq/app.bsky.feed.post/3mcqek2y7sk2s,bafyreibaymr2b7nqbo4o7o4gvfaaciveudzm5zihwq2psbqt6o3or3iy5u,"Ana Paula é uma entidade necessária na casa, coloca ela aí dentro todo ano, só que não como participante, como funcionária do bbb
Todo ano ela entra e participa, tá sempre no vip, não participa das provas nem das votações, ela é só uma entidade alí dentro pra caçar abusador",2026-01-19 00:18:06.987000+00:00,1,0,12,2026-01-19 00:18:07.535000+00:00,lizazebot.bsky.social,Liz Azebot,did:plc:seiuaotpedo2ejtmpj2a3adq,ana paula é uma entidade necessária na casa coloca ela aí dentro todo ano só que não como participante como funcionária do bbb todo ano ela entra e participa tá sempre no vip não participa das provas nem das votações ela é só uma entidade alí dentro pra caçar abusador,"['ana', 'paula', 'entidade', 'necessária', 'casa', 'coloca', 'dentro', 'ano', 'participante', 'funcionária', 'ano', 'entra', 'participa', 'sempre', 'vip', 'participa', 'provas', 'votações', 'entidade', 'alí', 'dentro', 'caçar', 'abusador']",ana paula entidade necessária casa coloca dentro ano participante funcionária ano entra participa sempre vip participa provas votações entidade alí dentro caçar abusador
at://did:plc:7ygrt4odod4arqr7jqrqwtij/app.bsky.feed.post/3mcqla7iwa22j,bafyreifwmrk6nonswzuaos6sb2ys2ulpmzghyik676gu5lksdh4u33goaa,"numa coisa esse grupinho está certo: pra ganhar o bbb, eles vao ter que derrotar especificamente a ANA PAULA  #bbb26",2026-01-19 02:17:52.376000+00:00,0,0,3,2026-01-19 02:17:53.537000+00:00,olgu1ta.bsky.social,olgu1ta,did:plc:7ygrt4odod4arqr7jqrqwtij,numa coisa esse grupinho está certo pra ganhar o bbb eles vao ter que derrotar especificamente a ana paula #bbb26,"['coisa', 'grupinho', 'ganhar', 'vao', 'ter', 'derrotar', 'especificamente', 'ana', 'paula']",coisa grupinho ganhar vao ter derrotar especificamente ana paula
